tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,15.4,Zverev A.,16.1,Zverev A.,13,15,4-6 6-3 3-6,1
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,15.52,Sinner J.,15.9,Sinner J.,16,16,4-6 6-3 6-7,1
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Kokkinakis T.,15.4,Schwartzman D.,15.56,Kokkinakis T.,17,16,4-6 7-6 6-4,0
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,15.79,Kyrgios N.,15.54,Kyrgios N.,3,12,3-6 0-6,1
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Kudla D.,14.85,Sonego L.,15.41,Kudla D.,16,16,3-6 7-6 6-4,0
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,15.58,Mcdonald M.,15.56,Mcdonald M.,5,12,1-6 4-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,15.78,Laaksonen H.,15.17,Ruud C.,12,3,6-1 6-2,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,15.49,Tiafoe F.,15.5,Tiafoe F.,16,16,6-3 6-7 4-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,15.65,Majchrzak K.,15.2,Bautista Agut R.,12,6,6-3 6-3,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,14.8,De Minaur A.,15.49,De Minaur A.,5,12,2-6 3-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,15.56,Khachanov K.,15.64,Paul T.,16,16,6-4 3-6 7-6,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,15.51,Medvedev D.,16.2,Medvedev D.,6,12,4-6 2-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,15.26,Garin C.,15.24,Martinez P.,13,8,7-6 6-2,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Rinderknech A.,15.41,Hurkacz H.,15.74,Hurkacz H.,8,13,6-7 2-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Nishioka Y.,14.94,Evans D.,15.42,Nishioka Y.,15,13,3-6 6-4 6-3,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Karatsev A.,15.59,Humbert U.,15.17,Karatsev A.,13,7,7-5 6-2,0
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Kukushkin M.,14.9,Fritz T.,15.79,Fritz T.,13,17,3-6 7-5 3-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Basilashvili N.,15.47,Brooksby J.,15.76,Brooksby J.,4,12,3-6 1-6,1
Miami Open,2022-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Harris L.,15.46,Shapovalov D.,15.66,Harris L.,12,7,6-3 6-4,0
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,15.65,Popyrin A.,15.16,Cilic M.,12,3,6-0 6-3,0
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,15.62,Alcaraz C.,16.05,Alcaraz C.,5,12,3-6 2-6,1
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,15.89,Gaston H.,14.94,Norrie C.,13,8,6-3 7-5,0
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Bublik A.,15.29,Ruud C.,15.78,Ruud C.,5,12,3-6 2-6,1
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,15.54,Fognini F.,15.32,Kyrgios N.,12,6,6-2 6-4,0
Miami Open,2022-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,15.9,Carreno Busta P.,15.49,Sinner J.,19,17,5-7 7-5 7-5,0
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Kokkinakis T.,15.42,Kudla D.,14.95,Kokkinakis T.,18,18,7-6 4-6 7-6,0
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Mcdonald M.,15.57,Zverev A.,16.1,Zverev A.,4,12,2-6 2-6,1
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Brooksby J.,15.79,Bautista Agut R.,15.65,Brooksby J.,17,14,6-3 5-7 6-4,0
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Martinez P.,15.3,Medvedev D.,16.21,Medvedev D.,7,12,3-6 4-6,1
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,15.75,Karatsev A.,15.6,Hurkacz H.,17,14,7-5 4-6 6-3,0
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Nishioka Y.,14.99,Harris L.,15.47,Harris L.,17,18,6-7 6-4 5-7,1
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,16.1,Cilic M.,15.66,Alcaraz C.,12,8,6-4 6-4,0
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,15.57,Fritz T.,15.84,Fritz T.,10,13,6-7 4-6,1
Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,15.41,Korda S.,15.69,Kecmanovic M.,13,9,7-6 6-3,0
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,15.53,Tsitsipas S.,15.97,Tsitsipas S.,7,12,4-6 3-6,1
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Ruud C.,15.78,Norrie C.,15.92,Ruud C.,12,7,6-3 6-4,0
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Kokkinakis T.,15.42,Zverev A.,16.1,Zverev A.,8,12,4-6 4-6,1
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,15.9,Kyrgios N.,15.62,Sinner J.,13,9,7-6 6-3,0
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Brooksby J.,15.79,Medvedev D.,16.21,Medvedev D.,6,13,5-7 1-6,1
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,14.98,Tiafoe F.,15.52,Cerundolo F.,19,15,6-7 7-6 6-2,0
Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Harris L.,15.47,Hurkacz H.,15.75,Hurkacz H.,8,13,6-7 2-6,1
Miami Open,2022-03-30,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,16.1,Tsitsipas S.,15.97,Alcaraz C.,13,8,7-5 6-3,0
Miami Open,2022-03-30,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,15.84,Kecmanovic M.,15.41,Kecmanovic M.,11,15,6-3 1-6 4-6,1
Miami Open,2022-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ruud C.,15.78,Zverev A.,16.1,Ruud C.,13,12,6-3 1-6 6-3,0
Miami Open,2022-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,16.21,Hurkacz H.,15.75,Hurkacz H.,9,13,6-7 3-6,1
Miami Open,2022-04-01,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,16.1,Kecmanovic M.,15.41,Alcaraz C.,19,16,6-7 6-3 7-6,0
Miami Open,2022-04-01,Masters 1000,Outdoor,Hard,Semifinals,3,Cerundolo F.,14.98,Ruud C.,15.78,Ruud C.,5,12,4-6 1-6,1
Miami Open,2022-04-02,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,16.1,Hurkacz H.,15.75,Alcaraz C.,14,12,7-6 7-6,0
Miami Open,2022-04-03,Masters 1000,Outdoor,Hard,The Final,3,Ruud C.,15.78,Alcaraz C.,16.1,Alcaraz C.,9,13,5-7 4-6,1
U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,14.82,Diez S.,14.08,Thompson J.,12,5,6-3 6-2,0
U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Kudla D.,15.11,Johnson S.,15.15,Johnson S.,13,16,3-6 6-4 4-6,1
U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Mcdonald M.,15.61,Kyrgios N.,15.8,Kyrgios N.,13,16,6-4 3-6 4-6,1
U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Garin C.,15.23,Sock J.,15.28,Garin C.,17,14,4-6 6-3 7-5,0
U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,15.47,Harrison C.,14.55,Tabilo A.,12,5,6-1 6-4,0
U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Giron M.,15.41,Tiafoe F.,15.56,Tiafoe F.,8,12,4-6 4-6,1
U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,14.71,Querrey S.,15.08,Mmoh M.,12,6,6-2 6-4,0
U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,15.62,Kyrgios N.,15.8,Kyrgios N.,6,12,4-6 2-6,1
U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3,Opelka R.,15.61,Krueger M.,14.83,Opelka R.,15,12,3-6 6-2 6-4,0
U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,15.23,Thompson J.,14.82,Garin C.,15,12,3-6 6-3 6-3,0
U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,15.9,Tabilo A.,15.47,Fritz T.,12,5,6-1 6-4,0
U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3,Opelka R.,15.61,Brouwer G.,14.43,Opelka R.,13,8,6-3 7-5,0
U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3,Fritz T.,15.9,Garin C.,15.23,Garin C.,12,18,2-6 7-6 3-6,1
U.S. Men's Clay Court Championships,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3,Kyrgios N.,15.8,Opelka R.,15.61,Opelka R.,8,13,3-6 5-7,1
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Djere L.,15.16,Lehecka J.,14.83,Djere L.,12,8,6-4 6-4,0
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,14.76,Delbonis F.,15.03,Sousa J.,17,12,6-2 5-7 6-3,0
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,14.86,Van De Zandschulp B.,15.58,Van De Zandschulp B.,13,15,3-6 6-3 4-6,1
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,15.26,Travaglia S.,14.87,Molcan A.,12,4,6-0 6-4,0
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,15.3,Coria F.,14.79,Coria F.,15,16,5-7 6-3 4-6,1
Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,14.49,Carballes Baena R.,14.8,Carballes Baena R.,11,14,5-7 6-7,1
Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Basic M.,14.31,Majchrzak K.,15.31,Basic M.,16,11,4-6 6-4 6-1,0
Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Griekspoor T.,15.43,Kotov P.,14.78,Kotov P.,10,12,6-0 2-6 2-6,1
Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,14.86,Goffin D.,15.09,Goffin D.,8,13,2-6 6-7,1
Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,15.07,Taberner C.,14.92,Musetti L.,18,11,6-1 6-7 6-3,0
Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,14.79,Basic M.,14.31,Coria F.,12,6,6-4 6-2,0
Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,14.8,Sousa J.,14.76,Carballes Baena R.,13,8,6-2 7-6,0
Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,15.58,Kopriva V.,14.56,Van De Zandschulp B.,12,6,6-2 6-4,0
Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3,Goffin D.,15.09,Carballes Baena R.,14.8,Goffin D.,18,11,6-7 6-4 6-0,0
Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,15.16,Musetti L.,15.07,Djere L.,12,5,6-3 6-2,0
Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3,Van De Zandschulp B.,15.58,Molcan A.,15.26,Molcan A.,13,16,6-4 3-6 4-6,1
Grand Prix Hassan II,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3,Goffin D.,15.09,Coria F.,14.79,Goffin D.,12,6,6-3 6-3,0
Grand Prix Hassan II,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,15.16,Molcan A.,15.26,Molcan A.,6,13,1-6 5-7,1
Grand Prix Hassan II,2022-04-10,ATP250,Outdoor,Clay,The Final,3,Goffin D.,15.09,Molcan A.,15.26,Goffin D.,15,12,3-6 6-3 6-3,0
Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,15.41,Davidovich Fokina A.,15.3,Davidovich Fokina A.,8,13,5-7 3-6,1
Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,15.62,Harris L.,15.47,Fucsovics M.,18,12,6-4 6-7 6-1,0
Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Krajinovic F.,15.27,Lajovic D.,15.12,Lajovic D.,8,13,2-6 6-7,1
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Korda S.,15.79,Van De Zandschulp B.,15.59,Korda S.,13,9,7-5 6-4,0
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.43,Rinderknech A.,15.43,Fognini F.,17,14,7-5 4-6 6-3,0
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,15.74,Schwartzman D.,15.6,Schwartzman D.,13,18,7-6 3-6 3-6,1
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Delbonis F.,15.05,Munar J.,15.49,Delbonis F.,15,14,6-4 3-6 6-4,0
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,15.43,Sinner J.,15.92,Sinner J.,12,14,3-6 6-2 3-6,1
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,15.55,Baez S.,15.32,Carreno Busta P.,16,12,6-4 4-6 6-2,0
Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Dellien H.,14.9,Hurkacz H.,15.87,Hurkacz H.,9,13,5-7 4-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Otte O.,15.23,Ruusuvuori E.,15.67,Ruusuvuori E.,7,12,4-6 3-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Evans D.,15.47,Bonzi B.,15.37,Evans D.,13,6,6-0 7-6,0
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,15.75,Sonego L.,15.44,Sonego L.,6,12,3-6 3-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Martinez P.,15.4,Humbert U.,15.28,Martinez P.,13,10,6-4 7-6,0
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Cressy M.,15.55,Djere L.,15.19,Djere L.,13,18,4-6 7-6 2-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Fritz T.,15.95,Catarina L.,13.97,Fritz T.,19,17,6-7 7-6 6-4,0
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Paire B.,15.1,Musetti L.,15.14,Musetti L.,11,18,2-6 7-6 2-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,15.11,Lehecka J.,14.83,Goffin D.,12,7,6-4 6-3,0
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,15.68,Rune H.,15.12,Rune H.,15,17,6-7 6-4 3-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,15.33,Djokovic N.,16.38,Davidovich Fokina A.,18,11,6-3 6-7 6-1,0
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Fognini F.,15.43,Tsitsipas S.,15.91,Tsitsipas S.,3,12,3-6 0-6,1
Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.62,Lajovic D.,15.14,Dimitrov G.,16,11,4-6 6-3 6-2,0
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,15.79,Alcaraz C.,16.22,Korda S.,19,16,7-6 6-7 6-3,0
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Sonego L.,15.44,Djere L.,15.19,Djere L.,8,12,4-6 4-6,1
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,15.87,Martinez P.,15.4,Hurkacz H.,16,13,6-3 4-6 6-4,0
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Evans D.,15.47,Goffin D.,15.11,Goffin D.,8,13,6-7 2-6,1
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,15.95,Cilic M.,15.77,Fritz T.,16,13,6-3 4-6 6-4,0
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,15.12,Ruud C.,15.88,Ruud C.,11,14,6-7 5-7,1
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,15.6,Fucsovics M.,15.61,Schwartzman D.,13,6,6-0 7-6,0
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Ruusuvuori E.,15.67,Sinner J.,15.92,Sinner J.,8,13,5-7 3-6,1
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,15.58,Rublev A.,15.88,Rublev A.,11,14,6-2 1-6 4-6,1
Monte Carlo Masters,2022-04-13,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,16.13,Delbonis F.,15.05,Zverev A.,13,6,6-1 7-5,0
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Korda S.,15.79,Fritz T.,15.95,Fritz T.,11,14,6-7 5-7,1
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,15.62,Ruud C.,15.88,Dimitrov G.,13,8,6-3 7-5,0
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,15.11,Davidovich Fokina A.,15.33,Davidovich Fokina A.,5,12,4-6 1-6,1
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Schwartzman D.,15.6,Musetti L.,15.14,Schwartzman D.,14,13,2-6 6-4 6-3,0
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Djere L.,15.19,Tsitsipas S.,15.91,Tsitsipas S.,11,14,5-7 6-7,1
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,16.13,Carreno Busta P.,15.55,Zverev A.,13,7,6-2 7-5,0
Monte Carlo Masters,2022-04-14,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,15.92,Rublev A.,15.88,Sinner J.,17,11,5-7 6-1 6-3,0
Monte Carlo Masters,2022-04-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,15.95,Davidovich Fokina A.,15.33,Davidovich Fokina A.,13,14,6-2 4-6 3-6,1
Monte Carlo Masters,2022-04-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Dimitrov G.,15.62,Hurkacz H.,15.87,Dimitrov G.,16,16,6-4 3-6 7-6,0
Monte Carlo Masters,2022-04-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,15.92,Zverev A.,16.13,Zverev A.,16,18,7-5 3-6 6-7,1
Monte Carlo Masters,2022-04-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,15.91,Schwartzman D.,15.6,Tsitsipas S.,18,13,6-2 6-7 6-4,0
Monte Carlo Masters,2022-04-16,Masters 1000,Outdoor,Clay,Semifinals,3,Dimitrov G.,15.62,Davidovich Fokina A.,15.33,Davidovich Fokina A.,14,18,4-6 7-6 3-6,1
Monte Carlo Masters,2022-04-16,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,15.91,Zverev A.,16.13,Tsitsipas S.,12,6,6-4 6-2,0
Monte Carlo Masters,2022-04-17,Masters 1000,Outdoor,Clay,The Final,3,Davidovich Fokina A.,15.33,Tsitsipas S.,15.91,Tsitsipas S.,9,13,3-6 6-7,1
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Giron M.,15.39,Coria F.,14.89,Coria F.,9,15,2-6 6-3 1-6,1
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Musetti L.,15.19,Baez S.,15.32,Musetti L.,14,10,7-5 7-5,0
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Mannarino A.,15.44,Gerasimov E.,14.96,Gerasimov E.,13,14,6-2 3-6 4-6,1
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,15.58,Alvarez Varona N.,14.07,Nakashima B.,13,9,7-6 6-3,0
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Grenier H.,14.58,Mcdonald M.,15.65,Mcdonald M.,14,19,7-6 1-6 6-7,1
Barcelona Open,2022-04-18,ATP500,Outdoor,Clay,1st Round,3,Ymer E.,14.87,Cressy M.,15.57,Ymer E.,12,3,6-3 6-0,0
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,14.84,Harris L.,15.51,Harris L.,10,13,4-6 6-7,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,1st Round,3,Taberner C.,14.87,Korda S.,15.8,Taberner C.,12,3,6-3 6-0,0
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,1st Round,3,Thompson J.,14.84,Fucsovics M.,15.6,Fucsovics M.,6,12,4-6 2-6,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,1st Round,3,Guinard M.,14.94,Dellien H.,15.01,Dellien H.,9,13,4-6 5-7,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,1st Round,3,Martinez P.,15.44,Ivashka I.,15.74,Ivashka I.,10,13,4-6 6-7,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,2nd Round,3,Ruud C.,15.87,Nakashima B.,15.58,Ruud C.,12,5,6-3 6-2,0
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,2nd Round,3,Ymer E.,14.87,Sonego L.,15.48,Sonego L.,6,12,4-6 2-6,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,2nd Round,3,Schwartzman D.,15.65,Mcdonald M.,15.65,Schwartzman D.,12,4,6-2 6-2,0
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,2nd Round,3,Gerasimov E.,14.96,Norrie C.,15.92,Norrie C.,15,17,7-5 4-6 4-6,1
Barcelona Open,2022-04-19,ATP500,Outdoor,Clay,2nd Round,3,Musetti L.,15.19,Evans D.,15.49,Musetti L.,13,10,6-4 7-6,0
Barcelona Open,2022-04-20,ATP500,Outdoor,Clay,2nd Round,3,Delbonis F.,15.07,Fucsovics M.,15.6,Fucsovics M.,3,12,2-6 1-6,1
Barcelona Open,2022-04-20,ATP500,Outdoor,Clay,2nd Round,3,Dellien H.,15.01,Tiafoe F.,15.58,Tiafoe F.,7,13,6-7 1-6,1
Barcelona Open,2022-04-20,ATP500,Outdoor,Clay,2nd Round,3,Ruusuvuori E.,15.66,Bublik A.,15.35,Ruusuvuori E.,12,4,6-3 6-1,0
Barcelona Open,2022-04-20,ATP500,Outdoor,Clay,2nd Round,3,Humbert U.,15.29,De Minaur A.,15.63,De Minaur A.,12,16,3-6 6-4 3-6,1
Barcelona Open,2022-04-20,ATP500,Outdoor,Clay,2nd Round,3,Munar J.,15.54,Basilashvili N.,15.43,Munar J.,12,5,6-1 6-4,0
Barcelona Open,2022-04-21,ATP500,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.64,Coria F.,14.89,Dimitrov G.,16,13,4-6 6-3 6-4,0
Barcelona Open,2022-04-21,ATP500,Outdoor,Clay,2nd Round,3,Ivashka I.,15.74,Tsitsipas S.,15.92,Tsitsipas S.,9,16,1-6 6-4 2-6,1
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Ruud C.,15.87,Ruusuvuori E.,15.66,Ruud C.,12,4,6-2 6-2,0
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Sonego L.,15.48,Carreno Busta P.,15.55,Carreno Busta P.,11,17,2-6 7-5 2-6,1
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Schwartzman D.,15.65,Musetti L.,15.19,Schwartzman D.,13,9,6-4 7-5,0
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Norrie C.,15.92,Fucsovics M.,15.6,Norrie C.,19,16,7-5 6-7 6-4,0
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Munar J.,15.54,Alcaraz C.,16.23,Alcaraz C.,6,12,3-6 3-6,1
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,3rd Round,3,Tsitsipas S.,15.92,Dimitrov G.,15.64,Tsitsipas S.,12,5,6-1 6-4,0
Barcelona Open,2022-04-22,ATP500,Outdoor,Clay,Quarterfinals,3,Carreno Busta P.,15.55,Ruud C.,15.87,Carreno Busta P.,17,15,4-6 7-6 6-3,0
